"ANSWER","ID","SIZE"
"the sea","8448","11"
"goods","8449","2"
"Republic of Armenia","8450","2"
"Stanford prison experiment","8451","3"
"parallax","8452","2"
"Tiberius Caesar Augustus","8453","2"
"breast cancer","8454","5"
"William Shakespeares sonnets","8455","2"
"Yiddish","8456","9"
"I Know Why the Caged Bird Sings","8457","3"
"Montevideo","8458","2"
"Beer-Lambert-Bouguer Law","8459","3"
"externality","8460","3"
"Bronisaw Malinowski","8461","2"
"Bioshock","8462","2"
"Z","8463","3"
"Gorillaz","8464","3"
"demand curve","8465","2"
"South China Sea","8466","6"
"knights","8467","8"
"Chad","8468","3"
"the Pantheon","8469","3"
"classical conditioning","8470","3"
"five","8471","25"
"canonization","8472","2"
"Yukon River","8473","2"
"Pol Pot","8474","7"
"bombing of Guernica","8475","3"
"William Tecumseh Sherman","8476","7"
"stomata","8477","4"
"chromosomes","8478","6"
"dipole","8479","4"
"Link","8480","3"
"John Watson","8481","2"
"Jacobus Henricus vant Hoff","8482","2"
"kinship","8483","7"
"Clement Attlee","8484","2"
"gods of war","8485","2"
"Tom","8486","2"
"Pauline epistles","8487","2"
"My Lai Massacre","8488","7"
"Iron Man","8489","3"
"Mjollnir","8490","2"
"Ludvig van Beethoven","8491","2"
"Pluto","8492","7"
"German","8493","25"
"Knights Templar","8494","8"
"ghosts","8495","12"
"Rembrandt","8496","4"
"General Relativity","8497","3"
"Albrecht von Wallenstein","8498","3"
"Utilitarianism","8499","5"
"the Duke of Wellington","8500","3"
"the Hundred Years War","8501","2"
"hydrogen atom","8502","8"
"Francisco Goya","8503","16"
"i","8504","3"
"Florence Cathedral","8505","4"
"Max Karl Ernst Ludwig Planck","8506","2"
"nucleolus","8507","4"
"Hollywood","8508","3"
"Carlsbad Caverns National Park","8509","2"
"the Symposium","8510","2"
"Shinto myth system","8511","2"
"antibody","8512","5"
"stacks","8513","9"
"Cyrus","8514","2"
"Coulombs law","8515","2"
"Vespasian","8516","3"
"Michael Collins","8517","7"
"Lancelot","8518","6"
"30 Rock","8519","2"
"Turkish","8520","2"
"Ontario","8521","8"
"Honshu","8522","2"
"Exodus","8523","2"
"first law of thermodynamics","8524","3"
"serfs","8525","2"
"tritone","8526","2"
"Gaia hypothesis","8527","3"
"Rape of Nanking","8528","3"
"fertilization","8529","4"
"Gibraltar","8530","12"
"hell","8531","5"
"saxophones","8532","2"
"Mark","8533","3"
"Uruguay","8534","8"
"alkanes","8535","6"
"Falklands War","8536","10"
"precipitation","8537","5"
"the Eucharist","8538","2"
"poverty","8539","7"
"Paul Langerhans","8540","2"
"quadrilateral","8541","2"
"Frederick II of Prussia","8542","2"
"Emancipation Proclamation","8543","5"
"Connecticut River","8544","2"
"interphase","8545","4"
"Baffin Island","8546","2"
"Fritz Lang","8547","2"
"Mourning Becomes Electra","8548","5"
"Joseph Maurice Ravel","8549","2"
"serpent","8550","2"
"Dwight David Ike Eisenhower","8551","3"
"Newman","8552","2"
"Assassins Creed","8553","4"
"DH Lawrence","8554","5"
"St Bartholomews Day Massacre","8555","3"
"urine","8556","4"
"Kulturkampf","8557","3"
"Walter Gropius","8558","4"
"memories","8559","2"
"Midas","8560","7"
"C","8561","6"
"Book of Exodus","8562","6"
"the head of Medusa","8563","2"
"Guns N Roses","8564","2"
"slaves","8565","9"
"Milky Way","8566","6"
"William Ernest Henley","8567","2"
"Charon","8568","6"
"Know Nothing Party","8569","2"
"strong force","8570","2"
"Linus Pauling","8571","5"
"blood vessels","8572","3"
"Rorschach","8573","2"
"Paraguay River","8574","2"
"Maastricht Treaty","8575","2"
"atheism","8576","7"
"linearity","8577","4"
"Rhine River","8578","6"
"Michael Joseph Jackson","8579","2"
"University of Chicago","8580","4"
"alloys","8581","4"
"Saturns moons","8582","2"
"Schlieffen Plan","8583","2"
"saliva","8584","5"
"the Netherlands","8585","12"
"Sinai Peninsula","8586","5"
"electromagnetic induction","8587","3"
"Uranus","8588","12"
"Underground Railroad","8589","2"
"conservation of energy","8590","3"
"Edward Benjamin Britten Baron Britten","8591","2"
"Alexander Dumas pere","8592","2"
"Milky Way Galaxy","8593","2"
"Casablanca","8594","5"
"Jacobins","8595","3"
"Bosnia and Herzegovina","8596","4"
"St Johns Night on Bald Mountain","8597","3"
"The Dumbwaiter","8598","3"
"Patagonia","8599","6"
"Atlas","8600","4"
"Navajo","8601","4"
"Plasmas","8602","2"
"outer core","8603","6"
"Prophase","8604","2"
"social contract","8605","4"
"Six-Day War","8606","11"
"Chromatography","8607","4"
"The Jungle Book","8608","3"
"Tale of Genji","8609","2"
"Eugene V Debs","8610","2"
"Teton range","8611","2"
"Battle of the Nile","8612","3"
"Namibia","8613","6"
"The Thinker","8614","2"
"Sulla","8615","3"
"A Sunday Afternoon on the Island of la Grande Jatte","8616","3"
"Boulevard of Broken Dreams","8617","2"
"vermiform appendix","8618","2"
"green","8619","14"
"set","8620","3"
"The Arnolfini Portrait","8621","3"
"electrical circuits","8622","3"
"Standard Oil Company","8623","3"
"2","8624","8"
"nebula","8625","2"
"Ariel","8626","7"
"hail","8627","5"
"Robert Strange McNamara","8628","2"
"7","8629","3"
"pop art","8630","4"
"9","8631","4"
"magical realism","8632","2"
"Yoknapatawpha County","8633","2"
"amphoteric","8634","2"
"common sense","8635","2"
"Arnold Schwarzenegger","8636","5"
"Caroline affair","8637","2"
"Antonia Shimerda Cuzak","8638","3"
"Hyksos","8639","2"
"Angela Merkel","8640","4"
"oranges","8641","6"
"Niobe","8642","4"
"Stephen Harper","8643","4"
"polyploidy","8644","3"
"The Nose","8645","3"
"Castile","8646","5"
"Scrubs","8647","2"
"slave narratives","8648","6"
"Epiphany","8649","2"
"Anna Christie","8650","5"
"Lucky Jim","8651","6"
"lions","8652","23"
"Bernardo OHiggins","8653","4"
"crowns","8654","4"
"fractional distillation","8655","2"
"Asoka","8656","2"
"Eamon de Valera","8657","3"
"lilacs","8658","2"
"Gottfried Wilhelm von Leibniz","8659","4"
"cyclotrons","8660","2"
"foie gras","8661","2"
"Marc Zakharovich Chagall","8662","4"
"Alexander Boris de Pfeffel Johnson","8663","2"
"peptide bonds","8664","3"
"Chinese Exclusion Act","8665","2"
"Dr Frankensteins monster","8666","2"
"Sharia","8667","2"
"Siegfried","8668","4"
"morality","8669","3"
"Erik Alfred Leslie Satie","8670","3"
"the Panama Canal","8671","2"
"four color map theorem","8672","2"
"grass","8673","2"
"Meissner-Ochsenfeld effect","8674","4"
"Hathor","8675","4"
"Strait of Hormuz","8676","2"
"Sumerians","8677","3"
"Lake Geneva","8678","2"
"melanin","8679","4"
"xenon","8680","2"
"aerosols","8681","2"
"Eugne Delacroix","8682","10"
"abacus","8683","3"
"Pans Labyrinth","8684","3"
"Buddhas","8685","5"
"Metropolis","8686","2"
"the Grand Canyon","8687","2"
"Marcel Marceau","8688","2"
"Omar Khayyam","8689","2"
"rubber","8690","6"
"absinthe","8691","3"
"Archaea","8692","3"
"Suez Crisis","8693","10"
"Cicero","8694","3"
"chelates","8695","3"
"Sinbad the Sailor","8696","6"
"peacock","8697","2"
"bats","8698","3"
"Gregory House MD","8699","2"
"Inquisition","8700","2"
"eight","8701","13"
"Paul Dirac","8702","12"
"Maxwells equations","8703","2"
"pomegranate","8704","2"
"tyrosine","8705","5"
"Noah Webster","8706","3"
"The Planets Suite","8707","2"
"HG Wells","8708","2"
"Lazarus","8709","4"
"satyrs","8710","6"
"Milgram Experiment","8711","2"
"Joseph Philippe Pierre Yves Elliott Trudeau","8712","2"
"fundamental attribution error","8713","2"
"Burkina Faso","8714","3"
"Sailing to Byzantium","8715","3"
"Samarkand","8716","5"
"Mather","8717","2"
"Loving v Virginia","8718","2"
"Hittites","8719","11"
"Svarog","8720","2"
"Tuonela","8721","2"
"St Basils Cathedral","8722","2"
"Aegir","8723","3"
"Kamadeva","8724","3"
"principle of sufficient reason","8725","2"
"omnipotence","8726","2"
"Shu","8727","3"
"Helheim","8728","3"
"St Mark the Evangelist","8729","2"
"Deirdre","8730","4"
"How to Make Our Ideas Clear","8731","3"
"Enkidu","8732","7"
"Manu","8733","3"
"Kokopelli","8734","6"
"Rosa Luxemburg","8735","2"
"Njord","8736","4"
"Fafnir","8737","6"
"cow","8738","5"
"Mayan Hero Twins","8739","3"
"Physics","8740","2"
"Richard Posner","8741","3"
"Four Noble Truths","8742","2"
"nihilism","8743","2"
"Maoism","8744","2"
"Skepticism and Animal Faith","8745","2"
"Taliesin","8746","8"
"Shahada","8747","2"
"Medina","8748","6"
"Predestination","8749","2"
"the Young Hegelians","8750","2"
"evil eye","8751","2"
"Tyr","8752","7"
"Amun","8753","2"
"bees","8754","8"
"snake","8755","9"
"Magi","8756","2"
"Sir Kay","8757","7"
"materialism","8758","2"
"Parerga and Paralipomena","8759","2"
"Endymion","8760","3"
"Eurydice","8761","3"
"Realism","8762","2"
"Maui Potiki","8763","2"
"Sir Alfred Jules Ayer","8764","2"
"Cleopatra","8765","2"
"torts","8766","2"
"DMSO","8767","5"
"Giambattista Vico","8768","4"
"John von Neumann","8769","4"
"US Presidential Election of 1948","8770","2"
"Sixth Crusade","8771","2"
"Thomson scattering","8772","2"
"The Man That Corrupted Hadleyburg","8773","2"
"Liouvilles theorem","8774","2"
"Richard Rorty","8775","7"
"Ho Chi Minh Trail","8776","2"
"house","8777","4"
"Edwin McMasters Stanton","8778","2"
"Georg Buchner","8779","3"
"Chaco War","8780","2"
"James Russell Lowell","8781","3"
"New Economic Policy","8782","3"
"Angle of Repose","8783","2"
"amine","8784","5"
"Teotihuacan","8785","4"
"Riders to the Sea","8786","2"
"phrenology","8787","3"
"Derek Alton Walcott","8788","4"
"The Life You Save May Be Your Own","8789","3"
"Watts riots","8790","2"
"The Origins of Totalitarianism","8791","3"
"Isaac Babel","8792","3"
"Trees","8793","4"
"Idi Amin Dada Oumee","8794","4"
"antiferromagnetism","8795","2"
"Gibbs phase rule","8796","2"
"Necronomicon","8797","2"
"Internet Protocol version 6","8798","2"
"Guru Gobind Singh","8799","5"
"Clovis","8800","2"
"Anchises","8801","4"
"Helmholtz free energy","8802","10"
"moral hazard","8803","2"
"Copan","8804","2"
"Mere Christianity","8805","2"
"Out of the Cradle Endlessly Rocking","8806","4"
"Charles Evans Hughes","8807","2"
"fall of Constantinople","8808","2"
"Ur","8809","2"
"Laura","8810","3"
"Piltdown Man","8811","2"
"Palmyra","8812","4"
"Niagara","8813","2"
"James Grover Thurber","8814","2"
"Juan Peron","8815","2"
"Battle of Poltava","8816","3"
"Penguin Island","8817","2"
"Louis XIII","8818","2"
"Suetonius","8819","2"
"dienes","8820","3"
"Reflections on the Revolution in France","8821","4"
"John Osborne","8822","2"
"Blade Runner","8823","3"
"Saleem Sinai","8824","2"
"Konrad Lorenz","8825","2"
"Payne-Aldrich Tariff","8826","2"
"Go Tell It on the Mountain","8827","3"
"monoclonal antibodies","8828","4"
"accretion disk","8829","3"
"John Fowles","8830","2"
"SN2","8831","3"
"prophase I","8832","2"
"Imhotep","8833","4"
"To a Waterfowl","8834","2"
"Slaughterhouse Five","8835","2"
"dolomite","8836","3"
"James Oglethorpe","8837","3"
"Richard Feynman","8838","16"
"Dreyfus affair","8839","3"
"free rider problem","8840","2"
"Hilbert spaces","8841","2"
"Thomas precession","8842","2"
"The Palm-Wine Drinkard","8843","3"
"Crash","8844","2"
"Timaeus","8845","3"
"continuum hypothesis","8846","2"
"Lawrence Ferlinghetti","8847","3"
"Afonso de Albuquerque the Great","8848","2"
"the Second Crusade","8849","2"
"Nicolas Malebranche","8850","3"
"Crossing the Bar","8851","2"
"Aeolus","8852","4"
"Antioch","8853","3"
"Bartolome Esteban Murillo","8854","2"
"magic","8855","8"
"sirens","8856","3"
"Brighton Rock","8857","2"
"The Art of the Fugue","8858","2"
"Adonais","8859","4"
"Aroostook War","8860","3"
"cyclizations","8861","2"
"Cairo Egypt","8862","4"
"botulinum toxin","8863","2"
"cave paintings","8864","2"
"Jean-Auguste-Dominique Ingres","8865","5"
"Speaker of the United States House of Representatives","8866","6"
"Nicholas I","8867","4"
"Aluminum","8868","2"
"bile","8869","5"
"First Battle of Trenton","8870","2"
"Dilma Vana Rousseff","8871","2"
"Julius II","8872","4"
"Kingdom of Castile","8873","3"
"Three Sisters","8874","2"
"opioids","8875","3"
"playing cards","8876","5"
"Republic","8877","3"
"Erik the Red","8878","2"
"opera houses","8879","6"
"cobalt","8880","5"
"James McNeill Whistler","8881","4"
"Second Defenestration of Prague","8882","3"
"boars","8883","3"
"Jean-Honor Fragonard","8884","2"
"Benjamin Lincoln","8885","2"
"Nashville","8886","2"
"Wright","8887","2"
"epoxides","8888","7"
"painters","8889","4"
"Louis XV","8890","6"
"John James Osborne","8891","2"
"Sren Aabye Kierkegaard","8892","10"
"Saint Matthew","8893","4"
"Battle of Kadesh","8894","4"
"The Legend of Zelda A Link to the Past","8895","2"
"atomic nuclei","8896","3"
"cubic","8897","2"
"ion channels","8898","3"
"committing suicide","8899","6"
"cytokinins","8900","5"
"Meditations","8901","3"
"Prometheus Bound","8902","3"
"Iris","8903","3"
"gypsum","8904","3"
"Franois Truffaut","8905","2"
"House of Medici","8906","2"
"Lincoln Center for the Performing Arts","8907","2"
"Charles the Bold","8908","2"
"Alexander I of Russia","8909","2"
"crystallization","8910","5"
"Suharto","8911","2"
"Claude-Achille Debussy","8912","2"
"K2","8913","3"
"commerce clause","8914","2"
"diols","8915","5"
"Rump Parliament","8916","2"
"Cascade Range","8917","4"
"Edmund Gustav Albrecht Husserl","8918","2"
"churches","8919","3"
"Cystic Fibrosis","8920","2"
"Anton Bruckner","8921","13"
"Patrick Victor Martindale White","8922","2"
"alpha helix","8923","3"
"Aurangzeb","8924","3"
"The Kinks","8925","2"
"Huey Pierce Long Jr","8926","3"
"Raman spectroscopy","8927","6"
"magnetic flux","8928","5"
"time-reversal","8929","2"
"Jean-Franois Millet","8930","3"
"A minor","8931","2"
"DNA ligase","8932","3"
"dielectrics","8933","3"
"Philip Henry Sheridan","8934","2"
"promoters","8935","3"
"violin concerto","8936","15"
"Surrealism","8937","5"
"archers","8938","2"
"Judith Butler","8939","6"
"centrifugation","8940","5"
"thin films","8941","3"
"Gustav Mahlers Symphony No 2","8942","2"
"diamond","8943","6"
"The Wind-Up Bird Chronicle","8944","2"
"Man Controller of the Universe","8945","2"
"Book of Joshua","8946","3"
"tsunamis","8947","4"
"registers","8948","2"
"Sioux","8949","8"
"Breaking Bad","8950","3"
"A Suitable Boy","8951","4"
"Catiline","8952","3"
"Atlantic Ocean","8953","4"
"William of Ockham","8954","6"
"Paul Robin Krugman","8955","2"
"Jos de Sousa Saramago","8956","2"
"Argentine Republic","8957","2"
"Turing Machines","8958","2"
"feet","8959","2"
"Willy Loman","8960","3"
"Schrdinger equation","8961","3"
"The Marriage of Figaro","8962","10"
"cnidaria","8963","3"
"Phoenicia","8964","4"
"peasants","8965","4"
"division of labor","8966","4"
"Thomas Youngs double slit experiment","8967","2"
"Kingdom of Hungary","8968","6"
"Galpagos Islands","8969","2"
"Navier-Stokes equations","8970","3"
"umbrellas","8971","3"
"San Diego","8972","3"
"working memory","8973","4"
"Mormon temples","8974","3"
"King of Poland","8975","3"
"gravitational lensing","8976","3"
"Albany Congress","8977","2"
"Les Fleurs du mal","8978","4"
"waltzes","8979","8"
"the Blessed Virgin Mary","8980","2"
"maps","8981","5"
"morphemes","8982","2"
"Jorge Mario Pedro Vargas Llosa","8983","3"
"The Statue of Liberty","8984","2"
"Diego Rodrguez de Silva y Velzquez","8985","2"
"Novak Djokovic","8986","3"
"Hydrogen","8987","2"
"Florence Nightingale","8988","7"
"The West Wing","8989","3"
"Georg Friedrich Bernhard Riemann","8990","4"
"the draft","8991","4"
"cannibalism","8992","5"
"India and Pakistan","8993","2"
"mass density","8994","6"
"Ferdinand","8995","5"
"binomial coefficients","8996","3"
"Vibrio","8997","2"
"August Mobius","8998","2"
"Das Lied von der Erde","8999","2"
"gradient","9000","6"
"Ball of Fat","9001","4"
"complement system","9002","2"
"Recep Tayyip Erdogan","9003","3"
"The Holocaust","9004","3"
"Platos Apology of Socrates","9005","2"
"Baltimore Maryland","9006","4"
"cell wall","9007","5"
"Jack the Ripper","9008","2"
"Brutus","9009","4"
"Sea of Azov","9010","3"
"independent","9011","3"
"Interstate Highway System","9012","2"
"Dom Pedro II","9013","3"
"Robin Hood","9014","4"
"Platonism","9015","2"
"Japanese Christians","9016","3"
"2001 A Space Odyssey","9017","3"
"Willy Wonkas chocolate factory","9018","2"
"Francesco Petrarca","9019","3"
"Book of Ruth","9020","4"
"Lord North","9021","3"
"Seminoles","9022","4"
"Mohenjo-Daro","9023","2"
"Duvalier","9024","3"
"Beethovens Symphony No 9 in D minor Op 125 Choral","9025","2"
"caves","9026","10"
"Carl Gustaf Emil Mannerheim","9027","2"
"harpsichord","9028","6"
"coal mines","9029","2"
"Lev Davidovich Landau","9030","3"
"Social Theory and Social Structure","9031","2"
"dasein","9032","2"
"Russian Empire","9033","8"
"Captain John Yossarian","9034","3"
"Horatio","9035","2"
"elimination reactions","9036","5"
"intentionality","9037","3"
"The Phantom of the Opera","9038","3"
"Nixons visit to China","9039","2"
"Eos","9040","3"
"John Bordley Rawls","9041","3"
"Marie Jean Antoine Nicolas de Caritat marquis de Condorcet","9042","2"
"Wolfgang Amadeus Mozarts Requiem Mass in D Minor","9043","2"
"transitive","9044","2"
"Botswana","9045","4"
"Election of 1864","9046","2"
"art","9047","5"
"Louis-Philippe I","9048","2"
"Potomac River","9049","3"
"tumors","9050","3"
"piano concerto","9051","7"
"genocides","9052","3"
"Lucius Cornelius Sulla","9053","4"
"Warren G Harding","9054","4"
"Carbon","9055","3"
"Akbar the Great","9056","7"
"Election of 1980","9057","2"
"planetary","9058","2"
"valkyries","9059","4"
"Bartolom de las Casas","9060","2"
"David Davy Crockett","9061","2"
"Crucifixion of Jesus Christ","9062","3"
"atomic nucleus","9063","10"
"travelling salesman problem","9064","2"
"Pleiades","9065","2"
"estrogens","9066","2"
"Nicholas Biddle","9067","2"
"Chartres Cathedral","9068","2"
"Saint Joan","9069","2"
"animals","9070","4"
"Braithwaite","9071","2"
"Hot Springs National Park","9072","2"
"Avars","9073","2"
"Pure Land Buddhism","9074","3"
"icebergs","9075","3"
"Dialectic of Enlightenment","9076","4"
"Callixtus","9077","2"
"The Group","9078","3"
"Osborne Reynolds","9079","4"
"invading Korea","9080","2"
"The Death of the Hired Man","9081","5"
"prime factorization","9082","3"
"Ode to Joy","9083","2"
"radius","9084","3"
"Bridges","9085","3"
"Empress Theodora","9086","2"
"aluminium","9087","2"
"vision","9088","7"
"Kyoto","9089","5"
"railroads","9090","7"
"ashes","9091","3"
"Gallipoli Campaign","9092","3"
"Socialist Republic of Vietnam","9093","6"
"mRNA splicing","9094","2"
"Ash-Wednesday","9095","3"
"Leto","9096","7"
"Jules Massenet","9097","6"
"integer factorization","9098","3"
"John Sidney McCain III","9099","2"
"Washington DC","9100","14"
"time integral","9101","2"
"The Aleph","9102","4"
"Borgia","9103","5"
"kinases","9104","4"
"The Romance of the Three Kingdoms","9105","4"
"Phineas Taylor Barnum","9106","3"
"GE Moore","9107","2"
"DNA methylation","9108","3"
"Georges Pierre Seurat","9109","2"
"Dan Quayle","9110","2"
"A Room With a View","9111","2"
"Warsaw","9112","4"
"Molire","9113","12"
"biodiversity","9114","3"
"the Vietnam War","9115","3"
"Pierre Yves Elliott Trudeau","9116","2"
"databases","9117","3"
"dictator","9118","4"
"My ntonia","9119","4"
"Republic of Moldova","9120","2"
